year,month,anomaly,absolute
1934,6,-0.153,14.237
1934,7,0.054,14.444
1934,8,-0.162,14.228
1934,9,-0.43,13.96
1934,10,0.244,14.634
1934,11,0.009,14.399
1934,12,0.143,14.533
1935,1,-0.472,13.918
1935,2,0.829,15.219
1935,3,0.063,14.453
1935,4,-0.538,13.852
1935,5,-0.4,13.99
1935,6,-0.174,14.216
1935,7,0.086,14.476
1935,8,-0.029,14.361
1935,9,-0.039,14.351
1935,10,0.302,14.692
1935,11,-0.842,13.548
1935,12,-0.38,14.01
1936,1,-0.4,13.99
1936,2,-0.797,13.593
1936,3,-0.283,14.107
1936,4,-0.223,14.167
1936,5,-0.132,14.258
1936,6,-0.073,14.317
1936,7,0.37,14.76
1936,8,0.037,14.427
1936,9,-0.031,14.359
1936,10,0.305,14.695
1936,11,0.132,14.522
1936,12,0.046,14.436
1937,1,-0.326,14.064
1937,2,0.151,14.541
1937,3,-0.507,13.883
1937,4,-0.259,14.131
1937,5,0.118,14.508
1937,6,0.255,14.645
1937,7,0.038,14.428
1937,8,0.171,14.561
1937,9,0.397,14.787
1937,10,0.497,14.887
1937,11,0.17,14.56
1937,12,-0.151,14.239
1938,1,0.154,14.544
1938,2,0.058,14.448
1938,3,0.394,14.784
1938,4,0.667,15.057
1938,5,0.227,14.617
1938,6,-0.197,14.193
1938,7,0.141,14.531
1938,8,0.095,14.485
1938,9,0.372,14.762
1938,10,0.625,15.015
1938,11,0.411,14.801
1938,12,-0.254,14.136
1939,1,0.31,14.7
1939,2,0.001,14.391
1939,3,-0.34,14.05
1939,4,0.169,14.559
1939,5,0.256,14.646
1939,6,0.178,14.568
1939,7,0.111,14.501
1939,8,0.153,14.543
1939,9,-0.039,14.351
1939,10,-0.116,14.274
1939,11,0.051,14.441
1939,12,1.458,15.848
1940,1,-0.287,14.103
1940,2,0.115,14.505
1940,3,0.023,14.413
1940,4,0.437,14.827
1940,5,0.023,14.413
1940,6,0.19,14.58
1940,7,0.331,14.721
1940,8,-0.005,14.385
1940,9,0.153,14.543
1940,10,0.2,14.59
1940,11,-0.09,14.3
1940,12,0.488,14.878
1941,1,0.167,14.557
1941,2,0.393,14.783
1941,3,-0.134,14.256
1941,4,0.138,14.528
1941,5,0.077,14.467
1941,6,0.184,14.574
1941,7,0.428,14.818
1941,8,0.173,14.563
1941,9,-0.187,14.203
1941,10,0.418,14.808
1941,11,-0.161,14.229
1941,12,-0.056,14.334
1942,1,0.523,14.913
1942,2,-0.526,13.864
1942,3,-0.044,14.346
1942,4,0.134,14.524
1942,5,-0.049,14.341
1942,6,0.123,14.513
1942,7,-0.067,14.323
1942,8,-0.107,14.283
1942,9,0.174,14.564
1942,10,0.341,14.731
1942,11,0.378,14.768
1942,12,0.146,14.536
1943,1,-0.213,14.177
1943,2,0.405,14.795
1943,3,-0.174,14.216
1943,4,0.315,14.705
1943,5,0.173,14.563
1943,6,-0.257,14.133
1943,7,0.242,14.632
1943,8,-0.021,14.369
1943,9,0.055,14.445
1943,10,0.806,15.196
1943,11,0.175,14.565
1943,12,0.564,14.954
1944,1,0.829,15.219
1944,2,0.312,14.702
1944,3,0.248,14.638
1944,4,0.249,14.639
1944,5,0.188,14.578
1944,6,0.219,14.609
1944,7,0.318,14.708
1944,8,0.379,14.769
1944,9,0.455,14.845
1944,10,0.712,15.102
1944,11,-0.18,14.21
1944,12,-0.239,14.151
1945,1,-0.058,14.332
1945,2,-0.62,13.77
1945,3,-0.086,14.304
1945,4,0.382,14.772
1945,5,-0.115,14.275
1945,6,0.059,14.449
1945,7,0.003,14.393
1945,8,0.487,14.877
1945,9,0.106,14.496
1945,10,0.376,14.766
1945,11,-0.045,14.345
1945,12,-0.488,13.902
1946,1,0.299,14.689
1946,2,0.251,14.641
1946,3,-0.005,14.385
1946,4,0.571,14.961
1946,5,0.046,14.436
1946,6,-0.187,14.203
1946,7,0.133,14.523
1946,8,0.085,14.475
1946,9,-0.034,14.356
1946,10,0.123,14.513
1946,11,0.092,14.482
1946,12,-0.565,13.825
1947,1,-0.044,14.346
1947,2,0.062,14.452
1947,3,0.467,14.857
1947,4,0.356,14.746
1947,5,0.068,14.458
1947,6,0.094,14.484
1947,7,0.049,14.439
1947,8,-0.084,14.306
1947,9,0.017,14.407
1947,10,0.734,15.124
1947,11,0.14,14.53
1947,12,-0.077,14.313
1948,1,0.932,15.322
1948,2,0.019,14.409
1948,3,-0.428,13.962
1948,4,0.02,14.41
1948,5,0.29,14.68
1948,6,0.289,14.679
1948,7,0.208,14.598
1948,8,0.157,14.547
1948,9,0.223,14.613
1948,10,0.464,14.854
1948,11,0.113,14.503
1948,12,-0.164,14.226
1949,1,0.649,15.039
1949,2,-0.49,13.9
1949,3,-0.291,14.099
1949,4,0.101,14.491
1949,5,-0.007,14.383
1949,6,-0.206,14.184
1949,7,0.009,14.399
1949,8,0.1,14.49
1949,9,-0.051,14.339
1949,10,0.408,14.798
1949,11,0.1,14.49
1949,12,-0.243,14.147
1950,1,-0.504,13.886
1950,2,-0.49,13.9
1950,3,-0.148,14.242
1950,4,-0.194,14.196
1950,5,0,14.39
1950,6,0.008,14.398
1950,7,-0.225,14.165
1950,8,-0.291,14.099
1950,9,-0.152,14.238
1950,10,-0.117,14.273
1950,11,-0.616,13.774
1950,12,0.008,14.398
1951,1,-0.362,14.028
1951,2,-0.784,13.606
1951,3,-0.225,14.165
1951,4,0.192,14.582
1951,5,0.099,14.489
1951,6,-0.102,14.288
1951,7,0.155,14.545
1951,8,0.194,14.584
1951,9,0.43,14.82
1951,10,0.123,14.513
1951,11,0.08,14.47
1951,12,0.688,15.078
1952,1,0.494,14.884
1952,2,0.113,14.503
1952,3,-0.298,14.092
1952,4,0.245,14.635
1952,5,0.061,14.451
1952,6,0.145,14.535
1952,7,0.317,14.707
1952,8,0.104,14.494
1952,9,0.193,14.583
1952,10,0.013,14.403
1952,11,-0.68,13.71
1952,12,0.042,14.432
1953,1,0.374,14.764
1953,2,0.475,14.865
1953,3,0.402,14.792
1953,4,0.513,14.903
1953,5,0.115,14.505
1953,6,0.196,14.586
1953,7,0.151,14.541
1953,8,0.139,14.529
1953,9,0.19,14.58
1953,10,0.331,14.721
1953,11,-0.303,14.087
1953,12,0.236,14.626
1954,1,-0.514,13.876
1954,2,-0.163,14.227
1954,3,-0.152,14.238
1954,4,-0.342,14.048
1954,5,-0.444,13.946
1954,6,-0.092,14.298
1954,7,-0.106,14.284
1954,8,-0.089,14.301
1954,9,-0.101,14.289
1954,10,0.229,14.619
1954,11,0.432,14.822
1954,12,-0.192,14.198
1955,1,0.743,15.133
1955,2,-0.09,14.3
1955,3,-0.876,13.514
1955,4,-0.386,14.004
1955,5,-0.106,14.284
1955,6,-0.066,14.324
1955,7,-0.139,14.251
1955,8,0.197,14.587
1955,9,-0.119,14.271
1955,10,0.408,14.798
1955,11,-0.184,14.206
1955,12,-0.315,14.075
1956,1,-0.237,14.153
1956,2,-0.443,13.947
1956,3,-0.41,13.98
1956,4,-0.453,13.937
1956,5,-0.465,13.925
1956,6,-0.272,14.118
1956,7,-0.103,14.287
1956,8,-0.64,13.75
1956,9,-0.371,14.019
1956,10,-0.34,14.05
1956,11,-0.333,14.057
1956,12,-0.181,14.209
1957,1,-0.138,14.252
1957,2,-0.227,14.163
1957,3,-0.264,14.126
1957,4,-0.179,14.211
1957,5,-0.148,14.242
1957,6,0.19,14.58
1957,7,-0.259,14.131
1957,8,0.182,14.572
1957,9,0.165,14.555
1957,10,0.048,14.438
1957,11,0.184,14.574
1957,12,0.613,15.003
1958,1,0.869,15.259
1958,2,0.525,14.915
1958,3,0.031,14.421
1958,4,0.13,14.52
1958,5,0.215,14.605
1958,6,-0.254,14.136
1958,7,0.083,14.473
1958,8,-0.219,14.171
1958,9,-0.327,14.063
1958,10,0.077,14.467
1958,11,0,14.39
1958,12,0.157,14.547
1959,1,0.274,14.664
1959,2,0.048,14.438
1959,3,0.527,14.917
1959,4,0.454,14.844
1959,5,-0.058,14.332
1959,6,0.083,14.473
1959,7,0.115,14.505
1959,8,-0.107,14.283
1959,9,-0.274,14.116
1959,10,-0.305,14.085
1959,11,-0.431,13.959
1959,12,0.025,14.415
1960,1,0.096,14.486
1960,2,0.749,15.139
1960,3,-1.063,13.327
1960,4,-0.343,14.047
1960,5,-0.47,13.92
1960,6,0.03,14.42
1960,7,-0.166,14.224
1960,8,-0.008,14.382
1960,9,-0.074,14.316
1960,10,0.187,14.577
1960,11,-0.267,14.123
1960,12,0.545,14.935
1961,1,0.362,14.752
1961,2,0.374,14.764
1961,3,0.207,14.597
1961,4,0.207,14.597
1961,5,0.324,14.714
1961,6,0.387,14.777
1961,7,-0.039,14.351
1961,8,-0.034,14.356
1961,9,0.101,14.491
1961,10,-0.026,14.364
1961,11,-0.025,14.365
1961,12,-0.073,14.317
1962,1,0.528,14.918
1962,2,0.599,14.989
1962,3,0.285,14.675
1962,4,0.206,14.596
1962,5,-0.16,14.23
1962,6,0.087,14.477
1962,7,-0.011,14.379
1962,8,-0.03,14.36
1962,9,-0.095,14.295
1962,10,0.199,14.589
1962,11,0.037,14.427
1962,12,0.392,14.782
1963,1,0.54,14.93
1963,2,1.008,15.398
1963,3,-0.226,14.164
1963,4,-0.387,14.003
1963,5,-0.378,14.012
1963,6,0.038,14.428
1963,7,0.143,14.533
1963,8,0.424,14.814
1963,9,0.399,14.789
1963,10,0.629,15.019
1963,11,0.367,14.757
1963,12,0.212,14.602
1964,1,0.267,14.657
1964,2,-0.198,14.192
1964,3,-0.3,14.09
1964,4,-0.59,13.8
1964,5,-0.418,13.972
1964,6,0.008,14.398
1964,7,-0.037,14.353
1964,8,-0.202,14.188
1964,9,-0.561,13.829
1964,10,-0.39,14
1964,11,-0.056,14.334
1964,12,-0.331,14.059
1965,1,0.298,14.688
1965,2,-0.017,14.373
1965,3,-0.014,14.376
1965,4,-0.386,14.004
1965,5,0.006,14.396
1965,6,-0.103,14.287
1965,7,-0.241,14.149
1965,8,-0.069,14.321
1965,9,-0.531,13.859
1965,10,0.136,14.526
1965,11,-0.325,14.065
1965,12,0.109,14.499
1966,1,-0.1,14.29
1966,2,0.068,14.458
1966,3,0.062,14.452
1966,4,-0.291,14.099
1966,5,-0.123,14.267
1966,6,0.118,14.508
1966,7,0.317,14.707
1966,8,-0.029,14.361
1966,9,0.15,14.54
1966,10,-0.252,14.138
1966,11,-0.135,14.255
1966,12,-0.323,14.067
1967,1,0.271,14.661
1967,2,-0.289,14.101
1967,3,0.003,14.393
1967,4,-0.023,14.367
1967,5,0.327,14.717
1967,6,-0.271,14.119
1967,7,0.121,14.511
1967,8,0.024,14.414
1967,9,-0.043,14.347
1967,10,0.47,14.86
1967,11,-0.191,14.199
1967,12,0.217,14.607
1968,1,-0.222,14.168
1968,2,-0.084,14.306
1968,3,0.715,15.105
1968,4,0.089,14.479
1968,5,-0.328,14.062
1968,6,-0.343,14.047
1968,7,-0.361,14.029
1968,8,-0.383,14.007
1968,9,-0.498,13.892
1968,10,0.104,14.494
1968,11,-0.37,14.02
1968,12,-0.48,13.91
1969,1,-0.828,13.562
1969,2,-0.85,13.54
1969,3,-0.151,14.239
1969,4,0.068,14.458
1969,5,-0.054,14.336
1969,6,0.119,14.509
1969,7,-0.035,14.355
1969,8,-0.03,14.36
1969,9,-0.197,14.193
1969,10,-0.15,14.24
1969,11,0.314,14.704
1969,12,0.519,14.909
1970,1,0.2,14.59
1970,2,0.646,15.036
1970,3,-0.068,14.322
1970,4,0.119,14.509
1970,5,-0.076,14.314
1970,6,0.198,14.588
1970,7,0.195,14.585
1970,8,-0.184,14.206
1970,9,-0.041,14.349
1970,10,0.023,14.413
1970,11,-0.053,14.337
1970,12,-0.142,14.248
1971,1,0.426,14.816
1971,2,-0.326,14.064
1971,3,-0.224,14.166
1971,4,-0.014,14.376
1971,5,-0.017,14.373
1971,6,-0.233,14.157
1971,7,-0.096,14.294
1971,8,-0.034,14.356
1971,9,0.018,14.408
1971,10,0.136,14.526
1971,11,0.133,14.523
1971,12,0.174,14.564
1972,1,-0.7,13.69
1972,2,-0.743,13.647
1972,3,-0.031,14.359
1972,4,-0.063,14.327
1972,5,-0.22,14.17
1972,6,0.029,14.419
1972,7,-0.097,14.293
1972,8,0.31,14.7
1972,9,-0.313,14.077
1972,10,-0.024,14.366
1972,11,-0.532,13.858
1972,12,0.103,14.493
1973,1,0.397,14.787
1973,2,0.579,14.969
1973,3,0.397,14.787
1973,4,0.328,14.718
1973,5,0.246,14.636
1973,6,0.292,14.682
1973,7,0.06,14.45
1973,8,0.133,14.523
1973,9,-0.093,14.297
1973,10,0.181,14.571
1973,11,-0.008,14.382
1973,12,0.295,14.685
1974,1,-0.615,13.775
1974,2,-0.774,13.616
1974,3,-0.235,14.155
1974,4,-0.048,14.342
1974,5,-0.226,14.164
1974,6,0.008,14.398
1974,7,-0.105,14.285
1974,8,-0.051,14.339
1974,9,-0.457,13.933
1974,10,-0.123,14.267
1974,11,-0.161,14.229
1974,12,-0.336,14.054
1975,1,0.383,14.773
1975,2,0.059,14.449
1975,3,0.217,14.607
1975,4,0.145,14.535
1975,5,0.355,14.745
1975,6,0.034,14.424
1975,7,-0.014,14.376
1975,8,-0.358,14.032
1975,9,-0.081,14.309
1975,10,-0.079,14.311
1975,11,-0.171,14.219
1975,12,0.022,14.412
1976,1,0.326,14.716
1976,2,-0.383,14.007
1976,3,-0.861,13.529
1976,4,-0.071,14.319
1976,5,-0.416,13.974
1976,6,-0.224,14.166
1976,7,-0.079,14.311
1976,8,-0.353,14.037
1976,9,-0.118,14.272
1976,10,-0.982,13.408
1976,11,-0.508,13.882
1976,12,0.071,14.461
1977,1,-0.299,14.091
1977,2,0.272,14.662
1977,3,0.405,14.795
1977,4,0.527,14.917
1977,5,0.426,14.816
1977,6,0.393,14.783
1977,7,0.307,14.697
1977,8,0.113,14.503
1977,9,-0.338,14.052
1977,10,-0.098,14.292
1977,11,0.328,14.718
1977,12,-0.071,14.319
1978,1,-0.092,14.298
1978,2,-0.013,14.377
1978,3,0.138,14.528
1978,4,0.408,14.798
1978,5,-0.062,14.328
1978,6,-0.327,14.063
1978,7,-0.186,14.204
1978,8,-0.676,13.714
1978,9,-0.29,14.1
1978,10,-0.038,14.352
1978,11,0.063,14.453
1978,12,0.118,14.508
1979,1,-0.042,14.348
1979,2,-0.4,13.99
1979,3,0.121,14.511
1979,4,0.063,14.453
1979,5,-0.091,14.299
1979,6,0.16,14.55
1979,7,-0.092,14.298
1979,8,-0.086,14.304
1979,9,0.174,14.564
1979,10,0.394,14.784
1979,11,0.142,14.532
1979,12,0.945,15.335
1980,1,0.378,14.768
1980,2,0.34,14.73
1980,3,0.027,14.417
1980,4,0.593,14.983
1980,5,0.497,14.887
1980,6,0.123,14.513
1980,7,0.473,14.863
1980,8,0.25,14.64
1980,9,0.165,14.555
1980,10,0.179,14.569
1980,11,0.537,14.927
1980,12,0.38,14.77
1981,1,1.178,15.568
1981,2,0.736,15.126
1981,3,0.838,15.228
1981,4,0.539,14.929
1981,5,0.311,14.701
1981,6,0.377,14.767
1981,7,0.389,14.779
1981,8,0.725,15.115
1981,9,0.047,14.437
1981,10,0.034,14.424
1981,11,0.034,14.424
1981,12,1.008,15.398
1982,1,0.007,14.397
1982,2,-0.088,14.302
1982,3,-0.652,13.738
1982,4,0.02,14.41
1982,5,-0.006,14.384
1982,6,-0.11,14.28
1982,7,0.233,14.623
1982,8,-0.112,14.278
1982,9,-0.204,14.186
1982,10,-0.16,14.23
1982,11,-0.355,14.035
1982,12,0.577,14.967
1983,1,0.645,15.035
1983,2,0.483,14.873
1983,3,0.273,14.663
1983,4,0.245,14.635
1983,5,0.28,14.67
1983,6,-0.011,14.379
1983,7,0.114,14.504
1983,8,0.475,14.865
1983,9,0.53,14.92
1983,10,0.099,14.489
1983,11,0.676,15.066
1983,12,0.256,14.646
1984,1,0.236,14.626
1984,2,-0.133,14.257
1984,3,0.346,14.736
1984,4,0.093,14.483
1984,5,0.703,15.093
1984,6,-0.186,14.204
1984,7,0.092,14.482
1984,8,0.155,14.545
1984,9,-0.165,14.225
1984,10,-0.095,14.295
1984,11,-0.437,13.953
1984,12,-0.651,13.739
1985,1,0.294,14.684
1985,2,-0.59,13.8
1985,3,-0.009,14.381
1985,4,0.193,14.583
1985,5,0.04,14.43
1985,6,0.1,14.49
1985,7,-0.384,14.006
1985,8,0.187,14.577
1985,9,-0.25,14.14
1985,10,-0.216,14.174
1985,11,-0.321,14.069
1985,12,0.044,14.434
1986,1,0.72,15.11
1986,2,0.707,15.097
1986,3,0.396,14.786
1986,4,0.524,14.914
1986,5,0.27,14.66
1986,6,-0.006,14.384
1986,7,-0.028,14.362
1986,8,0.148,14.538
1986,9,-0.264,14.126
1986,10,-0.169,14.221
1986,11,-0.43,13.96
1986,12,0.016,14.406
1987,1,0.619,15.009
1987,2,0.84,15.23
1987,3,-0.06,14.33
1987,4,0.336,14.726
1987,5,0.154,14.544
1987,6,0.472,14.862
1987,7,0.632,15.022
1987,8,0.003,14.393
1987,9,0.291,14.681
1987,10,0.165,14.555
1987,11,-0.086,14.304
1987,12,0.827,15.217
1988,1,0.778,15.168
1988,2,0.192,14.582
1988,3,0.544,14.934
1988,4,0.744,15.134
1988,5,0.513,14.903
1988,6,0.729,15.119
1988,7,0.467,14.857
1988,8,0.587,14.977
1988,9,0.498,14.888
1988,10,0.713,15.103
1988,11,0.192,14.582
1988,12,0.658,15.048
1989,1,0.044,14.434
1989,2,0.35,14.74
1989,3,0.455,14.845
1989,4,0.353,14.743
1989,5,-0.041,14.349
1989,6,-0.015,14.375
1989,7,0.368,14.758
1989,8,0.33,14.72
1989,9,0.309,14.699
1989,10,0.535,14.925
1989,11,0.059,14.449
1989,12,0.761,15.151
1990,1,0.483,14.873
1990,2,0.317,14.707
1990,3,1.528,15.918
1990,4,0.854,15.244
1990,5,0.503,14.893
1990,6,0.552,14.942
1990,7,0.423,14.813
1990,8,0.28,14.67
1990,9,0.153,14.543
1990,10,0.732,15.122
1990,11,0.939,15.329
1990,12,0.894,15.284
1991,1,0.435,14.825
1991,2,0.835,15.225
1991,3,0.188,14.578
1991,4,0.89,15.28
1991,5,0.266,14.656
1991,6,0.688,15.078
1991,7,0.578,14.968
1991,8,0.406,14.796
1991,9,0.639,15.029
1991,10,0.567,14.957
1991,11,0.252,14.642
1991,12,0.242,14.632
1992,1,0.83,15.22
1992,2,0.549,14.939
1992,3,0.492,14.882
1992,4,0.124,14.514
1992,5,0.151,14.541
1992,6,0.132,14.522
1992,7,-0.18,14.21
1992,8,-0.141,14.249
1992,9,-0.558,13.832
1992,10,0.157,14.547
1992,11,-0.342,14.048
1992,12,0.399,14.789
1993,1,0.586,14.976
1993,2,0.493,14.883
1993,3,0.613,15.003
1993,4,0.398,14.788
1993,5,0.116,14.506
1993,6,0.089,14.479
1993,7,0.203,14.593
1993,8,-0.052,14.338
1993,9,-0.196,14.194
1993,10,0.32,14.71
1993,11,-0.547,13.843
1993,12,0.272,14.662
1994,1,0.287,14.677
1994,2,-0.37,14.02
1994,3,0.554,14.944
1994,4,0.761,15.151
1994,5,0.458,14.848
1994,6,0.71,15.1
1994,7,0.38,14.77
1994,8,0.211,14.601
1994,9,0.444,14.834
1994,10,0.616,15.006
1994,11,0.612,15.002
1994,12,0.329,14.719
1995,1,0.864,15.254
1995,2,1.364,15.754
1995,3,0.522,14.912
1995,4,0.659,15.049
1995,5,0.19,14.58
1995,6,0.84,15.23
1995,7,0.803,15.193
1995,8,0.806,15.196
1995,9,0.533,14.923
1995,10,0.698,15.088
1995,11,0.697,15.087
1995,12,0.366,14.756
1996,1,0.285,14.675
1996,2,0.865,15.255
1996,3,0.221,14.611
1996,4,0.302,14.692
1996,5,0.256,14.646
1996,6,0.214,14.604
1996,7,0.572,14.962
1996,8,0.812,15.202
1996,9,0.109,14.499
1996,10,0.181,14.571
1996,11,0.281,14.671
1996,12,0.79,15.18
1997,1,0.516,14.906
1997,2,0.546,14.936
1997,3,0.648,15.038
1997,4,0.583,14.973
1997,5,0.197,14.587
1997,6,0.676,15.066
1997,7,0.203,14.593
1997,8,0.534,14.924
1997,9,0.723,15.113
1997,10,0.7,15.09
1997,11,0.557,14.947
1997,12,0.605,14.995
1998,1,0.507,14.897
1998,2,1.569,15.959
1998,3,0.692,15.082
1998,4,0.986,15.376
1998,5,0.98,15.37
1998,6,1.083,15.473
1998,7,0.919,15.309
1998,8,0.916,15.306
1998,9,0.448,14.838
1998,10,0.551,14.941
1998,11,0.23,14.62
1998,12,1.051,15.441
1999,1,0.828,15.218
1999,2,1.493,15.883
1999,3,0.195,14.585
1999,4,0.527,14.917
1999,5,0.401,14.791
1999,6,0.597,14.987
1999,7,0.465,14.855
1999,8,0.533,14.923
1999,9,0.559,14.949
1999,10,0.61,15
1999,11,0.466,14.856
1999,12,0.925,15.315
2000,1,0.287,14.677
2000,2,0.959,15.349
2000,3,0.984,15.374
2000,4,1.25,15.64
2000,5,0.533,14.923
2000,6,0.601,14.991
2000,7,0.588,14.978
2000,8,0.668,15.058
2000,9,0.435,14.825
2000,10,0.068,14.458
2000,11,-0.006,14.384
2000,12,0.125,14.515
2001,1,0.805,15.195
2001,2,0.584,14.974
2001,3,0.969,15.359
2001,4,0.944,15.334
2001,5,1.025,15.415
2001,6,0.674,15.064
2001,7,0.809,15.199
2001,8,0.692,15.082
2001,9,0.698,15.088
2001,10,0.589,14.979
2001,11,1.233,15.623
2001,12,0.805,15.195
2002,1,1.406,15.796
2002,2,1.541,15.931
2002,3,1.622,16.012
2002,4,0.936,15.326
2002,5,1.014,15.404
2002,6,0.65,15.04
2002,7,1.085,15.475
2002,8,0.796,15.186
2002,9,0.979,15.369
2002,10,0.648,15.038
2002,11,0.835,15.225
2002,12,0.301,14.691
2003,1,1.505,15.895
2003,2,0.86,15.25
2003,3,0.798,15.188
2003,4,0.836,15.226
2003,5,0.943,15.333
2003,6,0.544,14.934
2003,7,0.667,15.057
2003,8,0.822,15.212
2003,9,0.783,15.173
2003,10,1.116,15.506
2003,11,0.511,14.901
2003,12,1.492,15.882
2004,1,0.833,15.223
2004,2,1.274,15.664
2004,3,1.068,15.458
2004,4,0.874,15.264
2004,5,0.089,14.479
2004,6,0.416,14.806
2004,7,-0.063,14.327
2004,8,0.386,14.776
2004,9,0.571,14.961
2004,10,0.858,15.248
2004,11,1.133,15.523
2004,12,0.524,14.914
2005,1,0.956,15.346
2005,2,0.592,14.982
2005,3,1.152,15.542
2005,4,1.338,15.728
2005,5,0.863,15.253
2005,6,0.915,15.305
2005,7,0.812,15.202
2005,8,0.636,15.026
2005,9,1.253,15.643
2005,10,1.248,15.638
2005,11,1.265,15.655
2005,12,1.187,15.577
2006,1,0.516,14.906
2006,2,1.255,15.645
2006,3,1.08,15.47
2006,4,0.797,15.187
2006,5,0.564,14.954
2006,6,1.155,15.545
2006,7,0.826,15.216
2006,8,1.162,15.552
2006,9,0.91,15.3
2006,10,0.935,15.325
2006,11,0.764,15.154
2006,12,1.269,15.659
2007,1,1.975,16.365
2007,2,1.145,15.535
2007,3,1.279,15.669
2007,4,1.624,16.014
2007,5,1.282,15.672
2007,6,1.005,15.395
2007,7,1.031,15.421
2007,8,1.038,15.428
2007,9,0.975,15.365
2007,10,1.097,15.487
2007,11,1.086,15.476
2007,12,0.767,15.157
2008,1,0.083,14.473
2008,2,0.474,14.864
2008,3,1.805,16.195
2008,4,1.239,15.629
2008,5,0.896,15.286
2008,6,0.828,15.218
2008,7,0.939,15.329
2008,8,0.528,14.918
2008,9,0.725,15.115
2008,10,1.053,15.443
2008,11,1.044,15.434
2008,12,0.682,15.072
2009,1,1.052,15.442
2009,2,0.852,15.242
2009,3,0.857,15.247
2009,4,1.141,15.531
2009,5,0.891,15.281
2009,6,0.875,15.265
2009,7,1.052,15.442
2009,8,0.983,15.373
2009,9,1.111,15.501
2009,10,0.786,15.176
2009,11,0.875,15.265
2009,12,0.553,14.943
2010,1,1.09,15.48
2010,2,1.071,15.461
2010,3,1.461,15.851
2010,4,1.42,15.81
2010,5,1.04,15.43
2010,6,0.947,15.337
2010,7,0.836,15.226
2010,8,1.044,15.434
2010,9,0.71,15.1
2010,10,1.071,15.461
2010,11,1.485,15.875
2010,12,0.75,15.14
2011,1,0.612,15.002
2011,2,0.498,14.888
2011,3,0.702,15.092
2011,4,1.191,15.581
2011,5,0.71,15.1
2011,6,0.989,15.379
2011,7,1.254,15.644
2011,8,1.347,15.737
2011,9,0.969,15.359
2011,10,1.009,15.399
2011,11,0.673,15.063
2011,12,0.973,15.363
2012,1,0.579,14.969
2012,2,0.387,14.777
2012,3,0.784,15.174
2012,4,1.4,15.79
2012,5,1.453,15.843
2012,6,1.124,15.514
2012,7,0.897,15.287
2012,8,1.058,15.448
2012,9,1.156,15.546
2012,10,1.147,15.537
2012,11,0.977,15.367
2012,12,0.371,14.761
2013,1,1.127,15.517
2013,2,1.034,15.424
2013,3,1.143,15.533
2013,4,0.824,15.214
2013,5,0.974,15.364
2013,6,1.175,15.565
2013,7,0.664,15.054
2013,8,0.944,15.334
2013,9,1.03,15.42
2013,10,0.964,15.354
2013,11,1.275,15.665
2013,12,0.984,15.374
2014,1,1.188,15.578
2014,2,0.225,14.615
2014,3,1.144,15.534
2014,4,1.277,15.667
2014,5,1.232,15.622
2014,6,0.882,15.272
2014,7,0.616,15.006
2014,8,1.193,15.583
2014,9,1.008,15.398
2014,10,1.108,15.498
2014,11,0.597,14.987
2014,12,1.072,15.462
2015,1,1.321,15.711
2015,2,1.577,15.967
2015,3,1.445,15.835
2015,4,0.967,15.357
2015,5,1.107,15.497
2015,6,1.13,15.52
2015,7,0.818,15.208
2015,8,1.007,15.397
2015,9,0.934,15.324
2015,10,1.427,15.817
2015,11,1.13,15.52
2015,12,1.633,16.023
2016,1,1.454,15.844
2016,2,2.242,16.632
2016,3,2.116,16.506
2016,4,1.801,16.191
2016,5,1.196,15.586
2016,6,0.926,15.316
2016,7,0.897,15.287
2016,8,1.499,15.889
2016,9,1.055,15.445
2016,10,0.777,15.167
2016,11,1.072,15.462
2016,12,1.23,15.62
2017,1,1.476,15.866
2017,2,1.64,16.03
2017,3,1.83,16.22
2017,4,1.248,15.638
2017,5,1.276,15.666
2017,6,0.913,15.303
2017,7,1.149,15.539
2017,8,1.184,15.574
2017,9,0.965,15.355
2017,10,1.161,15.551
2017,11,0.959,15.349
2017,12,1.427,15.817
2018,1,1.152,15.542
2018,2,1.086,15.476
2018,3,1.506,15.896
2018,4,1.455,15.845
2018,5,1.205,15.595
2018,6,1.138,15.528
2018,7,1.196,15.586
2018,8,1.137,15.527
2018,9,0.815,15.205
2018,10,1.206,15.596
2018,11,0.603,14.993
2018,12,1.072,15.462
2019,1,1.445,15.835
2019,2,1.181,15.571
2019,3,1.839,16.229
2019,4,1.537,15.927
2019,5,1.006,15.396
2019,6,1.182,15.572
2019,7,1.218,15.608
2019,8,1.172,15.562
2019,9,1.194,15.584
2019,10,1.298,15.688
2019,11,1.081,15.471
2019,12,1.744,16.134
2020,1,1.807,16.197
2020,2,2.113,16.503
2020,3,1.757,16.147
2020,4,1.799,16.189
2020,5,1.412,15.802
2020,6,1.305,15.695
2020,7,1.202,15.592
2020,8,1.207,15.597
2020,9,1.474,15.864
2020,10,1.223,15.613
2020,11,1.739,16.129
2020,12,1.067,15.457
2021,1,1.231,15.621
2021,2,0.748,15.138
2021,3,1.515,15.905
2021,4,1.33,15.72
2021,5,1.211,15.601
2021,6,1.309,15.699
2021,7,1.45,15.84
2021,8,1.316,15.706
2021,9,1.268,15.658
2021,10,1.469,15.859
2021,11,1.243,15.633
2021,12,1.347,15.737
2022,1,1.349,15.739
2022,2,1.254,15.644
